Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
SLC27A5		19q13.43	AMP	1	0.2%	No
KIF2C		1p34.1	AMP	1	0.2%	No
SPINK5		5q32	AMP	1	0.2%	No
CCDC85B		11q13.1	AMP	1	0.2%	No
KLK11		19q13.41	AMP	1	0.2%	No
KDELR2		7p22.1	DEL	1	0.2%	No
IFT27		22q12.3	AMP	1	0.2%	No
RAB35		12q24.23	DEL	1	0.2%	Yes
LILRA1		19q13.42	AMP	1	0.2%	No
LILRB3		19q13.42	AMP	1	0.2%	No
LILRA3		19q13.4	AMP	1	0.2%	No
LILRA2		19q13.42	AMP	1	0.2%	No
RAB31		18p11.22	AMP	1	0.2%	No
ADAP1		7p22.3	AMP	1	0.2%	No
DSTN		20p12.1	DEL	1	0.2%	No
DSTN		20p12.1	AMP	1	0.2%	No
RIPK3		14q12	DEL	1	0.2%	No
PIM2		Xp11.23	AMP	1	0.2%	No
CPSF6		12q15	DEL	1	0.2%	No
CPSF6		12q15	AMP	1	0.2%	No
DDX52		17q12	DEL	1	0.2%	No
WWP1		8q21.3	AMP	1	0.2%	No
SOX30		5q33.3	DEL	1	0.2%	No
CYB561D2		3p21.31	AMP	1	0.2%	No
TMEM115		3p21.31	AMP	1	0.2%	No
DUSP14		17q12	DEL	1	0.2%	No
TOPBP1		3q22.1	DEL	1	0.2%	No
STMN2		8q21.13	AMP	1	0.2%	No
HSF2BP		21q22.3	AMP	1	0.2%	No
RER1		1p36.32	DEL	1	0.2%	No
RER1		1p36.32	AMP	1	0.2%	No
DNAJB4		1p31.1	AMP	1	0.2%	No
ADAM30		1p12	DEL	1	0.2%	No
ADAM29		4q34.1	AMP	1	0.2%	No
WDR5		9q34.2	DEL	1	0.2%	No
ADAMTS13		9q34.2	DEL	1	0.2%	No
CACFD1		9q34.2	DEL	1	0.2%	No
ADAMTS5		21q21.3	AMP	1	0.2%	No
PRSS23		11q14.2	DEL	1	0.2%	No
ATE1		10q26.13	AMP	1	0.2%	No
RPP14		3p14.3	AMP	1	0.2%	No
PRDM7		16q24.3	DEL	1	0.2%	No
PRDM4		12q23.3	DEL	1	0.2%	No
PRDM4		12q23.3	AMP	1	0.2%	No
CIT		12q24.23	DEL	1	0.2%	No
BTN3A2		6p22.2	AMP	1	0.2%	No
BTN3A1		6p22.2	AMP	1	0.2%	No
BTN2A1		6p22.2	AMP	1	0.2%	No
PTPRT		20q12-q13.11	AMP	1	0.2%	Yes
CD160		1q21.1	AMP	1	0.2%	No
KIF3A		5q31.1	AMP	1	0.2%	No
CLASRP		19q13.32	AMP	1	0.2%	No
ZWINT		10q21.1	AMP	1	0.2%	No
PWP1		12q23.3	DEL	1	0.2%	No
PWP1		12q23.3	AMP	1	0.2%	No
TBC1D8		2q11.2	AMP	1	0.2%	No
IL1RAPL1		Xp21.3-p21.2	AMP	1	0.2%	No
DMC1		22q13.1	AMP	1	0.2%	No
PLAAT3		11q12.3-q13.1	AMP	1	0.2%	No
GLMN		1p22.1	AMP	1	0.2%	No
HHLA2		3q13.13	AMP	1	0.2%	No
BVES		6q21	AMP	1	0.2%	No
CORO1A		16p11.2	AMP	1	0.2%	No
FICD		12q23.3	AMP	1	0.2%	No
LDB3		10q23.2	DEL	1	0.2%	No
LDB3		10q23.2	AMP	1	0.2%	No
FAM107A		3p14.3-p14.2	AMP	1	0.2%	No
ADAMTS7		15q25.1	DEL	1	0.2%	No
ADAMTS7		15q25.1	AMP	1	0.2%	No
LZTS1		8p21.3	DEL	1	0.2%	No
WDR6		3p21.31	AMP	1	0.2%	No
SLC2A6		9q34.2	DEL	1	0.2%	No
MAP4K1		19q13.2	DEL	1	0.2%	No
RASSF1		3p21.31	AMP	1	0.2%	No
NISCH		3p21.1	AMP	1	0.2%	No
SEC23IP		10q26.11-q26.12	AMP	1	0.2%	No
WIF1		12q14.3	DEL	1	0.2%	Yes
ANXA10		4q32.3	AMP	1	0.2%	No
CHEK2		22q12.1	AMP	1	0.2%	Yes
POLI		18q21.2	AMP	1	0.2%	No
KLK8		19q13.41	AMP	1	0.2%	No
IRAK3		12q14.3	DEL	1	0.2%	No
IRAK3		12q14.3	AMP	1	0.2%	No
AKAP13		15q25.3	AMP	1	0.2%	No
AKAP10		17p11.2	AMP	1	0.2%	No
DDX20		1p13.2	DEL	1	0.2%	No
PDCD10		3q26.1	DEL	1	0.2%	No
NXPH4		12q13.3	DEL	1	0.2%	No
PACSIN2		22q13.2	AMP	1	0.2%	No
MAN1B1		9q34.3	DEL	1	0.2%	No
XPOT		12q14.2	DEL	1	0.2%	No
PXMP4		20q11.22	AMP	1	0.2%	No
ATXN2L		16p11.2	AMP	1	0.2%	No
USP18		22q11.21	AMP	1	0.2%	No
KLHL2		4q32.3	AMP	1	0.2%	No
SYNRG		17q12	DEL	1	0.2%	No
TREX1		3p21.31	AMP	1	0.2%	No
KLF12		13q22.1	AMP	1	0.2%	No
SCN11A		3p22.2	AMP	1	0.2%	No
CD300A		17q25.1	DEL	1	0.2%	No
GPR182		12q13.3	DEL	1	0.2%	No
TUSC2		3p21.31	AMP	1	0.2%	No
GABARAP		17p13.1	DEL	1	0.2%	No
GABARAP		17p13.1	AMP	1	0.2%	No
SCRG1		4q34.1	AMP	1	0.2%	No
RNF13		3q25.1	DEL	1	0.2%	No
SYNPO		5q33.1	AMP	1	0.2%	No
CLCA4		1p22.3	AMP	1	0.2%	No
COPZ1		12q13.13	AMP	1	0.2%	No
MTF2		1p22.1	AMP	1	0.2%	No
CEP162		6q14.2-q14.3	AMP	1	0.2%	No
ZFP30		19q13.12	DEL	1	0.2%	No
RHOBTB3		5q15	AMP	1	0.2%	No
NTNG1		1p13.3	DEL	1	0.2%	No
NTNG1		1p13.3	AMP	1	0.2%	No
CHSY1		15q26.3	DEL	1	0.2%	No
NLRP1		17p13.2	AMP	1	0.2%	No
R3HDM2		12q13.3	DEL	1	0.2%	No
SLITRK3		3q26.1	AMP	1	0.2%	No
CNKSR2		Xp22.12	AMP	1	0.2%	No
PPP6R1		19q13.42	AMP	1	0.2%	No
INPP5F		10q26.11	AMP	1	0.2%	No
MORC2		22q12.2	AMP	1	0.2%	No
ANKRD6		6q15	AMP	1	0.2%	No
CLSTN1		1p36.22	DEL	1	0.2%	No
ABLIM3		5q32	AMP	1	0.2%	No
FOXJ3		1p34.2	AMP	1	0.2%	No
ZNF365		10q21.2	AMP	1	0.2%	No
CEP164		11q23.3	DEL	1	0.2%	No
ARHGEF15		17p13.1	DEL	1	0.2%	No
RUFY3		4q13.3	DEL	1	0.2%	No
DHX30		3p21.31	AMP	1	0.2%	No
WDR47		1p13.3	DEL	1	0.2%	No
WDR47		1p13.3	AMP	1	0.2%	No
MMRN1		4q22.1	DEL	1	0.2%	No
MMRN1		4q22.1	AMP	1	0.2%	No
KIFAP3		1q24.2	AMP	1	0.2%	No
MSRB2		10p12.2	DEL	1	0.2%	No
SEPHS2		16p11.2	AMP	1	0.2%	No
POMZP3		7q11.23	DEL	1	0.2%	No
SIRT2		19q13.2	DEL	1	0.2%	No
ELL2		5q15	AMP	1	0.2%	No
P2RX2		12q24.33	DEL	1	0.2%	No
TRIM32		9q33.1	DEL	1	0.2%	No
LAMB2P1		3p21.31	AMP	1	0.2%	No
AKR7A3		1p36.13	AMP	1	0.2%	No
NT5C2		10q24.32-q24.33	DEL	1	0.2%	Yes
NT5C2		10q24.32-q24.33	AMP	1	0.2%	Yes
EFR3B		2p23.3	DEL	1	0.2%	No
TCF25		16q24.3	DEL	1	0.2%	No
MAST1		19p13.13	DEL	1	0.2%	No
PDCD11		10q24.33	DEL	1	0.2%	Yes
PDCD11		10q24.33	AMP	1	0.2%	Yes
SV2C		5q13.3	AMP	1	0.2%	No
MYH15		3q13.13	AMP	1	0.2%	No
HMGXB3		5q32	AMP	1	0.2%	No
CEP131		17q25.3	DEL	1	0.2%	No
LIMCH1		4p13	AMP	1	0.2%	No
FBXO21		12q24.22	DEL	1	0.2%	No
GOLGA8A		15q14	AMP	1	0.2%	No
FAIM2		12q13.12	AMP	1	0.2%	No
CNOT1		16q21	AMP	1	0.2%	No
TMCC1		3q22.1	DEL	1	0.2%	No
PDZRN3		3p13	AMP	1	0.2%	No
USP33		1p31.1	AMP	1	0.2%	No
PHLPP2		16q22.2	AMP	1	0.2%	No
XPO7		8p21.3	DEL	1	0.2%	No
MON2		12q14.1	DEL	1	0.2%	No
TNIK		3q26.2-q26.31	DEL	1	0.2%	No
SMG1		16p12.3	AMP	1	0.2%	Yes
ZHX3		20q12	AMP	1	0.2%	No
NCOA6		20q11.22	AMP	1	0.2%	No
CLUAP1		16p13.3	AMP	1	0.2%	No
ZNF609		15q22.31	AMP	1	0.2%	No
GGA2		16p12.2	AMP	1	0.2%	No
WAPL		10q23.2	DEL	1	0.2%	No
WAPL		10q23.2	AMP	1	0.2%	No
EMC1		1p36.13	AMP	1	0.2%	No
UHRF1BP1L		12q23.1	AMP	1	0.2%	No
RRP1B		21q22.3	AMP	1	0.2%	No
KDM4C		9p24.1	AMP	1	0.2%	Yes
PPRC1		10q24.32	DEL	1	0.2%	No
PPRC1		10q24.32	AMP	1	0.2%	No
ZNF423		16q12.1	AMP	1	0.2%	No
ZC3H13		13q14.13	AMP	1	0.2%	No
SIPA1L3		19q13.13-q13.2	DEL	1	0.2%	No
KIF1B		1p36.22	DEL	1	0.2%	No
SARM1		17q11.2	DEL	1	0.2%	No
TBC1D2B		15q24.3-q25.1	DEL	1	0.2%	No
TBC1D2B		15q24.3-q25.1	AMP	1	0.2%	No
FSTL4		5q31.1	DEL	1	0.2%	No
FSTL4		5q31.1	AMP	1	0.2%	No
RAP1GAP2		17p13.3	AMP	1	0.2%	No
DDN		12q13.12	AMP	1	0.2%	No
NPIPB3		16p12.2	AMP	1	0.2%	No
HIC2		22q11.21	AMP	1	0.2%	No
CAMTA2		17p13.2	AMP	1	0.2%	No
COLGALT2		1q25.3	AMP	1	0.2%	No
ATG2A		11q13.1	AMP	1	0.2%	No
PHF8		Xp11.22	DEL	1	0.2%	No
KDM6B		17p13.1	DEL	1	0.2%	No
EPB41L3		18p11.31	AMP	1	0.2%	No
ZZEF1		17p13.2	AMP	1	0.2%	No
ANKLE2		12q24.33	DEL	1	0.2%	No
LRCH1		13q14.13-q14.2	AMP	1	0.2%	No
FRMD4B		3p14.1	DEL	1	0.2%	No
FRMD4B		3p14.1	AMP	1	0.2%	No
CLCC1		1p13.3	DEL	1	0.2%	No
CLCC1		1p13.3	AMP	1	0.2%	No
MAPK8IP3		16p13.3	AMP	1	0.2%	No
STAB1		3p21.1	AMP	1	0.2%	No
SLC35D1		1p31.3	AMP	1	0.2%	No
TTLL12		22q13.2	AMP	1	0.2%	No
ABRAXAS2		10q26.13	AMP	1	0.2%	No
ZCCHC14		16q24.2	DEL	1	0.2%	No
LPIN1		2p25.1	DEL	1	0.2%	No
SEPTIN8		5q31.1	AMP	1	0.2%	No
DIP2A		21q22.3	DEL	1	0.2%	No
MESD		15q25.1	DEL	1	0.2%	No
MESD		15q25.1	AMP	1	0.2%	No
RCOR1		14q32.31-q32.32	AMP	1	0.2%	No
MDN1		6q15	AMP	1	0.2%	No
PMPCA		9q34.3	DEL	1	0.2%	No
ACSBG1		15q25.1	DEL	1	0.2%	No
ACSBG1		15q25.1	AMP	1	0.2%	No
ZC3H4		19q13.32	AMP	1	0.2%	No
RRS1		8q13.1	AMP	1	0.2%	No
SULF1		8q13.2-q13.3	AMP	1	0.2%	No
XPO6		16p12.1	AMP	1	0.2%	No
TBC1D1		4p14	DEL	1	0.2%	No
FBXO28		1q42.11	DEL	1	0.2%	No
FBXO28		1q42.11	AMP	1	0.2%	No
RHOBTB2		8p21.3	DEL	1	0.2%	No
RRP12		10q24.1	DEL	1	0.2%	No
RRP12		10q24.1	AMP	1	0.2%	No
VPS13A		9q21.2	AMP	1	0.2%	No
SEL1L3		4p15.2	AMP	1	0.2%	No
TBC1D12		10q23.33	AMP	1	0.2%	No
PACS2		14q32.33	AMP	1	0.2%	No
ASTN2		9q33.1	DEL	1	0.2%	No
KIAA0556		16p12.1	AMP	1	0.2%	No
MINAR1		15q25.1	DEL	1	0.2%	No
MINAR1		15q25.1	AMP	1	0.2%	No
ANKRD12		18p11.22	AMP	1	0.2%	No
MTCL1		18p11.22	AMP	1	0.2%	No
ZC3H7B		22q13.2	AMP	1	0.2%	No
ADGRL2		1p31.1	DEL	1	0.2%	No
ADGRL2		1p31.1	AMP	1	0.2%	No
CAMSAP2		1q32.1	AMP	1	0.2%	No
TASOR		3p14.3	AMP	1	0.2%	No
CLEC16A		16p13.13	AMP	1	0.2%	No
CLUH		17p13.3	AMP	1	0.2%	No
NUP160		11p11.2	DEL	1	0.2%	No
KIAA1107		1p22.1	AMP	1	0.2%	No
WWC1		5q34	AMP	1	0.2%	No
IQCE		7p22.3	AMP	1	0.2%	No
MGRN1		16p13.3	AMP	1	0.2%	No
NEMP1		12q13.3	DEL	1	0.2%	No
ICOSLG		21q22.3	DEL	1	0.2%	Yes
ICOSLG		21q22.3	AMP	1	0.2%	Yes
KIAA0930		22q13.31	AMP	1	0.2%	No
CUX2		12q24.11-q24.12	AMP	1	0.2%	No
DNAJC13		3q22.1	DEL	1	0.2%	No
WASHC4		12q23.3	AMP	1	0.2%	No
USP22		17p11.2	AMP	1	0.2%	No
TBC1D30		12q14.3	DEL	1	0.2%	No
TTC28		22q12.1	DEL	1	0.2%	No
TTC28		22q12.1	AMP	1	0.2%	No
WDR7		18q21.31	DEL	1	0.2%	No
SYNM		15q26.3	DEL	1	0.2%	No
SYNE1		6q25.2	AMP	1	0.2%	No
KHNYN		14q12	DEL	1	0.2%	No
UBR4		1p36.13	AMP	1	0.2%	No
USP24		1p32.3	AMP	1	0.2%	No
FAM189A1		15q13.1	DEL	1	0.2%	No
FNBP4		11p11.2	DEL	1	0.2%	No
ZNF629		16p11.2	AMP	1	0.2%	No
PSD3		8p22	DEL	1	0.2%	No
OBSL1		2q35	DEL	1	0.2%	No
LARP1		5q33.2	DEL	1	0.2%	No
LARP1		5q33.2	AMP	1	0.2%	No
PPP1R13B		14q32.33	AMP	1	0.2%	No
PUM2		2p24.1	DEL	1	0.2%	No
PUM2		2p24.1	AMP	1	0.2%	No
ARHGEF18		19p13.2	DEL	1	0.2%	No
TNS2		12q13.13	AMP	1	0.2%	No
UFL1		6q16.1	DEL	1	0.2%	No
ICE1		5p15.32	AMP	1	0.2%	No
SIK3		11q23.3	DEL	1	0.2%	No
ZDHHC17		12q21.2	DEL	1	0.2%	No
ADNP		20q13.13	DEL	1	0.2%	No
CTDNEP1		17p13.1	DEL	1	0.2%	No
CTDNEP1		17p13.1	AMP	1	0.2%	No
FRAT2		10q24.1	AMP	1	0.2%	No
DICER1		14q32.13	AMP	1	0.2%	Yes
SIRT4		12q24.23-q24.31	DEL	1	0.2%	No
KCNH3		12q13.12	AMP	1	0.2%	No
TMED3		15q25.1	DEL	1	0.2%	No
TMED3		15q25.1	AMP	1	0.2%	No
GRIP1		12q14.3	AMP	1	0.2%	No
RYBP		3p13	DEL	1	0.2%	Yes
RYBP		3p13	AMP	1	0.2%	Yes
TPSD1		16p13.3	AMP	1	0.2%	No
RHOQ		2p21	AMP	1	0.2%	No
TARDBP		1p36.22	DEL	1	0.2%	No
HARS2		5q31.3	AMP	1	0.2%	No
SLC35A3		1p21.2	DEL	1	0.2%	No
SLC35A3		1p21.2	AMP	1	0.2%	No
ABCB9		12q24.31	DEL	1	0.2%	No
HEY1		8q21.13	AMP	1	0.2%	Yes
ICMT		1p36.31	DEL	1	0.2%	No
CBX5		12q13.13	AMP	1	0.2%	No
PHF3		6q12	AMP	1	0.2%	No
TRAM1		8q13.3	AMP	1	0.2%	No
ETHE1		19q13.31	AMP	1	0.2%	No
QPRT		16p11.2	AMP	1	0.2%	No
SEC11A		15q25.2-q25.3	AMP	1	0.2%	No
ISCU		12q23.3	AMP	1	0.2%	No
PES1		22q12.2	AMP	1	0.2%	No
CBX7		22q13.1	AMP	1	0.2%	No
HAAO		2p21	AMP	1	0.2%	No
LRRC8B		1p22.2	AMP	1	0.2%	No
KCTD2		17q25.1	DEL	1	0.2%	No
SUZ12		17q11.2	DEL	1	0.2%	Yes
MORC3		21q22.12	DEL	1	0.2%	No
SLC39A14		8p21.3	DEL	1	0.2%	No
ANP32D		12q13.11	AMP	1	0.2%	No
ANP32C		4q32.3	AMP	1	0.2%	No
RPL13A		19q13.33	AMP	1	0.2%	No
SRRM2		16p13.3	AMP	1	0.2%	No
ZNF281		1q32.1	AMP	1	0.2%	No
NNT		5p12	AMP	1	0.2%	No
PIK3R5		17p13.1	DEL	1	0.2%	No
SEC14L2		22q12.2	AMP	1	0.2%	No
SEZ6L		22q12.1	AMP	1	0.2%	No
LILRA4		19q13.42	AMP	1	0.2%	No
TTC33		5p13.1	AMP	1	0.2%	No
DNPEP		2q35	DEL	1	0.2%	No
CLDN14		21q22.13	DEL	1	0.2%	No
LPAR3		1p22.3	DEL	1	0.2%	No
LPAR3		1p22.3	AMP	1	0.2%	No
ARL2BP		16q13	AMP	1	0.2%	No
PADI4		1p36.13	AMP	1	0.2%	No
PRG1		19q13.31	AMP	1	0.2%	No
DDAH1		1p22.3	AMP	1	0.2%	No
DDX58		9p21.1	DEL	1	0.2%	No
ELP5		17p13.1	DEL	1	0.2%	No
ELP5		17p13.1	AMP	1	0.2%	No
CARHSP1		16p13.2	AMP	1	0.2%	No
LEMD3		12q14.3	DEL	1	0.2%	No
HEBP2		6q24.1	DEL	1	0.2%	No
OPN3		1q43	AMP	1	0.2%	No
ACOT9		Xp22.11	AMP	1	0.2%	No
PATZ1		22q12.2	AMP	1	0.2%	Yes
CLEC5A		7q34	DEL	1	0.2%	No
CORO1C		12q24.11	AMP	1	0.2%	No
PHLDA3		1q32.1	AMP	1	0.2%	No
ZMYND8		20q13.12	DEL	1	0.2%	No
ZMYND8		20q13.12	AMP	1	0.2%	No
PPY2P		17q11.2	DEL	1	0.2%	No
PYY2		17q11.2	DEL	1	0.2%	No
TSSK2		22q11.21	AMP	1	0.2%	No
NTSR2		2p25.1	DEL	1	0.2%	No
BACE1		11q23.3	DEL	1	0.2%	No
FAM89B		11q13.1	AMP	1	0.2%	No
SPO11		20q13.31	AMP	1	0.2%	No
BRD7P3		6q22.31	AMP	1	0.2%	No
LRRC6		8q24.22	DEL	1	0.2%	No
HSPBP1		19q13.42	AMP	1	0.2%	No
LDOC1		Xq27.1	DEL	1	0.2%	No
SNHG1		11q12.3	AMP	1	0.2%	No
LY96		8q21.11	AMP	1	0.2%	No
PLD3		19q13.2	DEL	1	0.2%	No
POLA2		11q13.1	AMP	1	0.2%	No
SMPX		Xp22.12	AMP	1	0.2%	No
SGK3		8q13.1	AMP	1	0.2%	No
KCNE4		2q36.1	DEL	1	0.2%	No
CADM1		11q23.3	DEL	1	0.2%	No
SHPK		17p13.2	AMP	1	0.2%	No
NPAP1		15q11.2	DEL	1	0.2%	No
AIPL1		17p13.2	DEL	1	0.2%	No
SDF2L1		22q11.21	AMP	1	0.2%	No
PPIL2		22q11.21	AMP	1	0.2%	No
PITPNB		22q12.1	AMP	1	0.2%	No
OSBP2		22q12.2	AMP	1	0.2%	No
IL17RA		22q11.1	DEL	1	0.2%	No
IL17RA		22q11.1	AMP	1	0.2%	No
GABARAPL3		15q26.1	DEL	1	0.2%	No
GABARAPL3		15q26.1	AMP	1	0.2%	No
FLRT3		20p12.1	DEL	1	0.2%	No
FLRT3		20p12.1	AMP	1	0.2%	No
ARHGAP8		22q13.31	AMP	1	0.2%	No
APOL2		22q12.3	AMP	1	0.2%	No
ANKRD62P1-PARP4P3		22q11.1	DEL	1	0.2%	No
ANKRD62P1-PARP4P3		22q11.1	AMP	1	0.2%	No
POTEH		22q11.1	DEL	1	0.2%	No
POTEH		22q11.1	AMP	1	0.2%	No
BCL2L13		22q11.21	DEL	1	0.2%	No
MTCH2		11p11.2	DEL	1	0.2%	No
MTCH2		11p11.2	AMP	1	0.2%	No
IFIT5		10q23.31	DEL	1	0.2%	No
FTSJ1		Xp11.23	AMP	1	0.2%	No
NAA80		3p21.31	AMP	1	0.2%	No
TFIP11		22q12.1	AMP	1	0.2%	No
TP53TG3		16p11.2	AMP	1	0.2%	No
KIAA1549L		11p13	AMP	1	0.2%	No
HYPM		Xp11.4	AMP	1	0.2%	No
PRPF40B		12q13.12	AMP	1	0.2%	No
C22ORF31		22q12.1	AMP	1	0.2%	No
CBY1		22q13.1	AMP	1	0.2%	No
SUN2		22q13.1	AMP	1	0.2%	No
DGCR11		22q11.21	AMP	1	0.2%	No
DGCR9		22q11.21	AMP	1	0.2%	No
FSCN2		17q25.3	DEL	1	0.2%	No
ZNF324		19q13.43	AMP	1	0.2%	No
LMOD1		1q32.1	AMP	1	0.2%	No
RHBDD3		22q12.2	AMP	1	0.2%	No
TTLL1		22q13.2	AMP	1	0.2%	No
SAMM50		22q13.31	AMP	1	0.2%	No
KLK5		19q13.41	AMP	1	0.2%	No
TPSG1		16p13.3	AMP	1	0.2%	No
BACE2		21q22.2-q22.3	AMP	1	0.2%	No
TXN2		22q12.3	AMP	1	0.2%	No
SULT4A1		22q13.31	AMP	1	0.2%	No
NBPF14		1q21.2	AMP	1	0.2%	No
MGAT4C		12q21.31-q21.32	DEL	1	0.2%	No
NIPBL		5p13.2	AMP	1	0.2%	No
ASF1A		6q22.31	AMP	1	0.2%	No
ANAPC13		3q22.2	DEL	1	0.2%	No
PARM1		4q13.3	DEL	1	0.2%	No
FAM149A		4q35.1	AMP	1	0.2%	No
CHRDL2		11q13.4	AMP	1	0.2%	No
POLR1A		2p11.2	AMP	1	0.2%	No
ABI3BP		3q12.2	AMP	1	0.2%	No
TRIM58		1q44	AMP	1	0.2%	No
EEF1AKMT3		12q14.1	DEL	1	0.2%	No
RCHY1		4q21.1	DEL	1	0.2%	No
CCDC28A		6q24.1	DEL	1	0.2%	No
AHCTF1		1q44	AMP	1	0.2%	No
DPCD		10q24.32	DEL	1	0.2%	No
DPCD		10q24.32	AMP	1	0.2%	No
RTTN		18q22.2	DEL	1	0.2%	No
RTTN		18q22.2	AMP	1	0.2%	No
NDUFAF3		3p21.31	AMP	1	0.2%	No
NELFB		9q34.3	DEL	1	0.2%	No
ATL3		11q13.1	DEL	1	0.2%	No
ATL3		11q13.1	AMP	1	0.2%	No
MYRIP		3p22.1	AMP	1	0.2%	No
ZNF521		18q11.2	DEL	1	0.2%	Yes
CNRIP1		2p14	AMP	1	0.2%	No
GEMIN5		5q33.2	DEL	1	0.2%	No
GEMIN5		5q33.2	AMP	1	0.2%	No
NSL1		1q32.3	AMP	1	0.2%	No
WWTR1		3q25.1	DEL	1	0.2%	Yes
WWTR1		3q25.1	AMP	1	0.2%	Yes
SIN3A		15q24.2	DEL	1	0.2%	No
NECTIN3		3q13.13	AMP	1	0.2%	No
ZNF385A		12q13.13	AMP	1	0.2%	No
RWDD3		1p21.3	AMP	1	0.2%	No
PNKD		2q35	DEL	1	0.2%	No
PNKD		2q35	AMP	1	0.2%	No
SEC31B		10q24.31	AMP	1	0.2%	No
SH2B1		16p11.2	AMP	1	0.2%	No
CHMP2B		3p11.2	DEL	1	0.2%	No
DHRS7B		17p11.2	AMP	1	0.2%	No
NGDN		14q11.2	DEL	1	0.2%	No
ULK3		15q24.1	DEL	1	0.2%	No
TBC1D10B		16p11.2	AMP	1	0.2%	No
RNF167		17p13.2	AMP	1	0.2%	No
C2CD3		11q13.4	AMP	1	0.2%	No
ZZZ3		1p31.1	AMP	1	0.2%	No
NSMF		9q34.3	DEL	1	0.2%	No
LRIG1		3p14.1	AMP	1	0.2%	No
TMEM98		17q11.2	DEL	1	0.2%	No
TMEM98		17q11.2	AMP	1	0.2%	No
PCDHGA12		5q31.3	AMP	1	0.2%	No
CHD5		1p36.31	DEL	1	0.2%	No
SETBP1		18q12.3	AMP	1	0.2%	Yes
LRRTM2		5q31.2	AMP	1	0.2%	No
CNTNAP2		7q35-q36.1	DEL	1	0.2%	No
ZNF500		16p13.3	AMP	1	0.2%	No
DNM3		1q24.3	AMP	1	0.2%	No
AUTS2		7q11.22	AMP	1	0.2%	No
SENP6		6q14.1	AMP	1	0.2%	No
ANKRD17		4q13.3	DEL	1	0.2%	No
ERC2		3p14.3	AMP	1	0.2%	No
APPL1		3p14.3	AMP	1	0.2%	No
DECR2		16p13.3	DEL	1	0.2%	No
DECR2		16p13.3	AMP	1	0.2%	No
RAI14		5p13.2	DEL	1	0.2%	No
POLDIP2		17q11.2	DEL	1	0.2%	No
LINC02249		15q13.2	DEL	1	0.2%	No
TBC1D29P		17q11.2	DEL	1	0.2%	No
TBC1D29P		17q11.2	AMP	1	0.2%	No
KLK13		19q13.41	AMP	1	0.2%	No
GPSM1		9q34.3	DEL	1	0.2%	No
TOR1AIP1		1q25.2	AMP	1	0.2%	No
DCAF4		14q24.2	AMP	1	0.2%	No
EDRF1		10q26.2	AMP	1	0.2%	No
DKFZP434A062		9q34.3	DEL	1	0.2%	No
LRIT1		10q23.1	AMP	1	0.2%	No
CCDC69		5q33.1	AMP	1	0.2%	No
TANC2		17q23.2-q23.3	DEL	1	0.2%	No
WSB1		17q11.1	DEL	1	0.2%	No
TCTN3		10q24.1	AMP	1	0.2%	No
TRPC4AP		20q11.22	AMP	1	0.2%	No
LINC00588		8q12.1	AMP	1	0.2%	No
C10ORF12		10q24.1	AMP	1	0.2%	No
ZNF658		9q21.11	AMP	1	0.2%	No
RIBC2		22q13.31	AMP	1	0.2%	No
NAT9		17q25.1	DEL	1	0.2%	No
ZNF337		20p11.21	AMP	1	0.2%	No
KIF26A		14q32.33	AMP	1	0.2%	No
ABCA12		2q35	DEL	1	0.2%	No
NOC2L		1p36.33	DEL	1	0.2%	No
NOC2L		1p36.33	AMP	1	0.2%	No
RSL1D1		16p13.13	AMP	1	0.2%	No
IFT172		2p23.3	AMP	1	0.2%	No
SPATA31A7		9q12	AMP	1	0.2%	No
PCDHB5		5q31.3	AMP	1	0.2%	No
SENP3		17p13.1	AMP	1	0.2%	No
INTS1		7p22.3	AMP	1	0.2%	No
TMEM251		14q32.12	AMP	1	0.2%	No
OR1F2P		16p13.3	DEL	1	0.2%	No
OR1F2P		16p13.3	AMP	1	0.2%	No
OR1C1		1q44	AMP	1	0.2%	No
OR1A2		17p13.3	AMP	1	0.2%	No
PTPN22		1p13.2	DEL	1	0.2%	No
SPAG8		9p13.3	AMP	1	0.2%	No
OR2B6		6p22.1	AMP	1	0.2%	No
DGCR5		22q11.21	AMP	1	0.2%	No
DGCR10		22q11.21	AMP	1	0.2%	No
FBXL21P		5q31.1	AMP	1	0.2%	No
STAP1		4q13.2	DEL	1	0.2%	No
FBXO2		1p36.22	DEL	1	0.2%	No
OR2M4		1q44	AMP	1	0.2%	No
OR2L2		1q44	AMP	1	0.2%	No
OR2L1P		1q44	AMP	1	0.2%	No
KLHL3		5q31.2	AMP	1	0.2%	No
PTTG3P		8q13.1	AMP	1	0.2%	No
CABYR		18q11.2	DEL	1	0.2%	No
FBXW8		12q24.22	DEL	1	0.2%	No
FBXO25		8p23.3	DEL	1	0.2%	No
FBXO22		15q24.2	DEL	1	0.2%	No
FBXO10		9p13.2	AMP	1	0.2%	No
FBXO8		4q34.1	AMP	1	0.2%	No
FBXO6		1p36.22	DEL	1	0.2%	No
FBXO5		6q25.2	AMP	1	0.2%	No
FBXO4		5p13.1	DEL	1	0.2%	No
FBXO4		5p13.1	AMP	1	0.2%	No
FBXO3		11p13	AMP	1	0.2%	No
VPS33B		15q26.1	DEL	1	0.2%	No
VPS33B		15q26.1	AMP	1	0.2%	No
TINF2		14q12	DEL	1	0.2%	No
